Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Caribbean small states,CSS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.69518306,16.55770136,17.18047672,16.1627629,15.69639375,15.27011516,14.95880344,14.085098,13.9571944,,12.85066489,12.29185824,11.616194,10.58522338,10.37696618,9.230787206,8.421309379,8.708164872,9.896572958,9.403163681,10.25334744,11.13049682,11.40547767,10.1112897,10.2936153,10.42824735,,
Central Europe and the Baltics,CEB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.585047022,10.03983118,11.58748391,11.88641391,11.46093865,10.88618528,9.980954526,9.566938203,10.57886544,12.98455284,13.64467149,14.05329319,13.298912,13.12381896,12.70141333,10.61123265,8.203372229,6.982615846,8.461600314,9.818984191,9.885543616,10.13564445,10.23952808,9.165912267,7.904689774,6.440585396,5.257496698,4.341785004
Central Europe and the Baltics,CEB,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.70498101,11.20131405,10.4998897,9.685182763,10.4598889,13.27435124,13.13101029,,14.5895373,13.51883491,13.0347182,10.81241916,8.368979496,7.136341948,8.460870782,9.820268439,9.886605836,10.13690639,10.2401072,9.166220989,7.903941039,6.4398313,5.25669283,
Central Europe and the Baltics,CEB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.430284026,9.719336435,10.83769436,10.78678458,10.36797658,9.512740003,8.471365962,8.435319365,10.22066221,11.9694138,12.87517588,13.48459565,12.67500012,12.78025563,11.52058648,9.687293246,7.484799807,6.294908197,8.509789225,9.966968831,9.710233979,9.847817594,9.885625877,8.774231184,7.743335882,6.528354007,5.323776066,4.315659455
Central Europe and the Baltics,CEB,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4535509,9.65394274,9.026539877,8.782354382,10.46010359,12.46842318,12.43010041,,14.28787312,13.4674026,12.13605417,10.15714128,7.881738688,6.64062367,8.509465939,9.967843544,9.711259278,9.848686266,9.885814346,8.77392251,7.742089881,6.526930633,5.322438409,
Central Europe and the Baltics,CEB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.500982433,9.866604378,11.18158676,11.29081502,10.86709121,10.13796154,9.159062351,8.951271136,10.38475719,12.43562688,13.22914818,13.74482392,12.9601933,12.9367946,12.05648301,10.10595738,7.809138348,6.604503161,8.488072992,9.899879276,9.789457526,9.978361647,10.04607396,8.951684534,7.816303048,6.488529311,5.293673577,4.32777046
Central Europe and the Baltics,CEB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.56282828,,12.23313015,11.41836482,10.83117569,9.39845604,9.05252399,10.65988209,12.56323923,12.74974165,,14.55219776,13.67039394,12.83036261,10.66747531,8.212218691,6.979752881,8.488017867,9.90007032,9.78945213,9.978203321,10.04607408,8.951624512,7.816345497,6.488559827,5.293803831,
Early-demographic dividend,EAR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.455165287,4.42917909,4.94747063,5.279988929,5.876958913,5.79636572,5.809703953,5.756200183,6.04853744,6.040942693,6.245927206,6.757860071,6.84261262,6.882885214,6.914355132,6.455624455,6.158127382,5.652914098,5.924116593,5.830586859,5.789977924,5.836479652,5.989496165,5.867318019,6.152879158,6.13995151,5.998024743,6.021049562
Early-demographic dividend,EAR,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.019722075,,,,,,6.75875346,,,,,7.688030891,,,,,6.165074574,,6.584825352,,,,,,
Early-demographic dividend,EAR,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.663438151,3.804699395,4.095066179,4.229315382,4.464531693,4.388824747,4.271124802,4.43844722,4.666426137,4.658856064,4.744937853,5.009148079,4.860566076,4.543067761,4.450803799,4.03125041,3.805259909,3.73738261,4.04437927,3.851080545,3.861309939,3.908860553,4.01706989,3.933593096,4.019069032,4.020640024,3.908296679,3.906719055
Early-demographic dividend,EAR,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.784811963,,,,,,4.885437342,,,,,4.6253698,,,,,3.834985223,,4.146387207,,,,,,
Early-demographic dividend,EAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.893134921,3.987277426,4.345108722,4.539824063,4.883102774,4.807429841,4.731033735,4.834477549,5.083346855,5.076487832,5.198865654,5.538635563,5.463081815,5.255874436,5.204840436,4.769320205,4.5212541,4.316078147,4.610514665,4.445010534,4.434696688,4.478509724,4.601522154,4.50817444,4.656762029,4.658256587,4.540494823,4.546328056
Early-demographic dividend,EAR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43030774,,,,,,5.350143356,,,,,5.563620737,,,,,4.513827825,,4.826282105,,,,,,
East Asia & Pacific,EAS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.278900582,2.233934184,2.514701953,2.686165649,2.787048582,2.888013821,3.008713268,3.210090722,3.353614694,3.269003319,3.672119072,3.88552238,4.153338602,4.106178632,4.133116,3.971165169,3.942474443,3.995781084,4.011028962,3.816960764,3.698034169,3.667517947,3.619874218,3.584280529,3.630512296,3.515241781,3.452901204,3.45850535
East Asia & Pacific,EAS,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.622811068,2.648757618,2.946555337,3.111720671,3.198035649,3.316843958,3.45079837,3.777158091,3.965607708,3.855956412,4.205094369,4.526422478,4.769566942,4.688279636,4.708128624,4.588890873,4.491871991,4.704935449,4.795502316,4.522172989,4.426413014,4.403319911,4.40024807,4.355371005,4.393628142,4.312803742,4.188824504,4.180913103
East Asia & Pacific,EAS,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.472267916,2.466880063,2.757329016,2.925570346,3.01799243,3.128726078,3.2569921,3.528569425,3.697103344,3.598156947,3.971761334,4.246594758,4.500437342,4.434973637,4.457927589,4.320805996,4.253085855,4.39699045,4.455448624,4.216615344,4.110880721,4.084550214,4.06279006,4.021643231,4.063466343,3.967655032,3.870646676,3.869127257
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.615002857,2.628406657,2.608876417,2.869723404,3.030110684,3.110580211,3.214641766,3.366597041,3.698137589,3.782504814,3.714910315,3.888468385,4.411004579,4.384482936,4.323114938,4.441974025,4.313017429,4.238403791,4.333625197,4.273833444,4.004563984,3.910021975,3.846440122,3.766388101,3.766612428,,,3.701617854,
East Asia & Pacific (excluding high income),EAP,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.215583903,2.150311519,2.436796148,2.614638436,2.724666037,2.82895384,2.94887965,3.064970345,3.202763007,3.157792933,3.581395588,3.790605773,4.088457368,4.07814337,4.131354569,3.987280342,3.97372961,4.031138331,3.946892323,3.746571858,3.656041205,3.635491009,3.599442351,3.557898062,3.628394563,3.518296214,3.464035477,3.491459443
East Asia & Pacific (excluding high income),EAP,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.591991401,2.592441601,2.898721028,3.082239341,3.173938929,3.276080619,3.422646576,3.60240429,3.779610914,3.721905076,4.078973709,4.421154942,4.702084694,4.673896562,4.732535054,4.630637414,4.55763986,4.784640342,4.743644984,4.45331834,4.413722634,4.409854035,4.422586244,4.398564613,4.447169196,4.373020629,4.263091211,4.278022053
East Asia & Pacific (excluding high income),EAP,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.425401889,2.396396228,2.69403414,2.875489686,2.97507048,3.07799596,3.212994578,3.364585167,3.524188151,3.471949369,3.859496704,4.143861657,4.432277499,4.413126356,4.469621973,4.350216197,4.302753029,4.456232744,4.397197669,4.146284062,4.08471118,4.073715475,4.06623752,4.034516274,4.092932805,4.003355328,3.918121571,3.939146536
East Asia & Pacific (excluding high income),EAP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.607934333,2.587953528,2.543416281,2.797388314,2.970958949,3.059002886,3.169986643,3.331335582,3.538735315,3.606812436,3.593463158,3.77267875,4.336990574,4.311526187,4.293776614,4.454373183,4.346343783,4.292965514,4.395976047,4.217521397,3.92751339,3.872403021,3.819413452,3.748451305,3.758777043,,,3.734861502,
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.199866253,2.132451892,2.41910681,2.598219542,2.7079147,2.814351411,2.934414992,3.053392673,3.191457963,3.146744974,3.577547719,3.788807069,4.093232063,4.08379341,4.140619009,3.998412166,3.988759016,4.048869475,3.95753302,3.75356783,3.66154626,3.641056441,3.603779054,3.563082123,3.635497185,3.525176985,3.472554695,3.500069957
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.573412716,2.57348589,2.880675373,3.065257262,3.156555118,3.259172866,3.406958403,3.589469148,3.767907389,3.710179172,4.072891298,4.418633804,4.704645612,4.677282348,4.738601966,4.638619447,4.568521214,4.799718884,4.753694397,4.459557038,4.419129119,4.415753125,4.428333131,4.405142018,4.454838533,4.381076702,4.271924781,4.286971093
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.408352445,2.378217801,2.676444066,2.859061583,2.95824249,3.062373411,3.198127422,3.352556043,3.512999793,3.46083867,3.854685929,4.14204004,4.436173159,4.417864595,4.477456077,4.35997742,4.315806292,4.472939907,4.408010128,4.153310421,4.090645786,4.079962979,4.071900562,4.041023576,4.100880575,4.011452093,3.927338397,3.948482043
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.607934333,2.587953528,2.543416281,2.797388314,2.970958949,3.059002886,3.169986643,3.331335582,3.538735315,3.606812436,3.593463158,3.77267875,4.336990574,4.311526187,4.293776614,4.454373183,4.346343783,4.292965514,4.395976047,4.217521397,3.92751339,3.872403021,3.819413452,3.748451305,3.758777043,,,3.734861502,
Euro area,EMU,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.90046723,11.54784215,13.03397563,14.12587356,13.98969506,14.03503066,13.95360289,13.54769603,12.65406397,11.46202354,9.93198182,10.00677898,10.14575913,10.39357417,10.02701246,9.336419913,8.38262286,8.19294002,9.626500128,10.19789103,10.36718564,11.45665338,12.05251181,11.77771603,11.01736306,10.36091706,9.424490535,8.687065876
Euro area,EMU,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.624592631,10.19564739,10.37352832,11.45431453,12.05066917,11.77583148,11.01615311,10.3626408,9.419361351,
Euro area,EMU,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.497852451,7.070294485,9.048866497,10.09930267,9.622867786,9.970106,10.00718433,9.493965605,8.807926337,7.910678573,7.166209043,7.56288508,8.048875788,8.357599877,8.11612604,7.390761756,6.580917066,6.822003571,9.362343647,9.916744994,9.911070588,11.16083025,11.82931835,11.45531,10.68057066,9.729131532,8.731449969,7.788274896
Euro area,EMU,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.361133587,9.915662136,9.915136509,11.15878171,11.82788692,11.4540168,10.6799596,9.734026904,8.727253552,
Euro area,EMU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.276788789,8.890860901,10.67650957,11.75842901,11.43468484,11.66576311,11.66088393,11.20009599,10.4399689,9.42432444,8.347644124,8.61413948,8.957488677,9.24466145,8.95236799,8.247442836,7.377650723,7.430992875,9.480836831,10.04311652,10.11694612,11.29494189,11.93136377,11.60258511,10.83422418,10.01863765,9.04930057,8.200749362
Euro area,EMU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.480672447,10.04320952,10.12538181,11.29502229,11.93111453,11.60251963,10.83439147,10.0254784,9.049072393,
Europe & Central Asia,ECS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.606076235,8.008245266,9.105918399,10.21321323,10.70581462,11.04253437,11.41032673,11.64093148,11.44834007,10.63020586,9.643464126,9.512607024,9.443888214,9.423144927,9.065371093,8.399282574,7.404989623,7.228302525,8.572946977,8.760485251,8.669209667,8.871465572,9.123076518,8.859301096,8.521936034,8.087338067,7.516425517,7.051040734
Europe & Central Asia,ECS,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2607997,,,,,,9.513208692,8.438142089,7.888432495,6.92594053,6.921421052,8.701050903,8.953773429,8.759058369,8.976957144,9.286075089,9.012872266,8.697860515,8.267881048,7.644650673,
Europe & Central Asia,ECS,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.428978438,7.009894801,8.247050203,9.247020014,9.418917615,9.771889511,9.913109774,10.04428356,10.0117967,9.16883639,8.680623085,8.862430892,8.938392547,8.906621273,8.446276248,7.802700899,6.942195356,6.945077053,9.169811678,9.182723421,8.822696979,9.035589512,9.244455597,9.006170032,8.560251685,8.066612663,7.399814477,6.851715328
Europe & Central Asia,ECS,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.729136492,,,,,,8.962512791,7.938330827,7.488638005,6.715613989,6.78598163,9.331796011,9.377641735,8.907825846,9.111601277,9.414877834,9.176867939,8.742294345,8.254862152,7.510987532,
Europe & Central Asia,ECS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.939999548,7.44363115,8.619173164,9.667616282,9.979903691,10.32659821,10.56739794,10.74333707,10.64519482,9.813719589,9.106337883,9.151478853,9.163602122,9.136493822,8.722009377,8.069246032,7.149018625,7.071659738,8.901875669,8.993014459,8.753584164,8.961432571,9.189806103,8.939809493,8.542868584,8.075992432,7.452521525,6.941762671
Europe & Central Asia,ECS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.457880724,,,8.940273096,8.784150868,8.362734123,7.770467254,7.155521474,6.862844586,8.897977229,9.029700699,8.680253117,8.87191229,9.1579372,8.83153042,8.471439665,8.04186145,7.452737751,
Europe & Central Asia (excluding high income),ECA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.953001684,5.168033815,5.97132117,7.588823086,8.972613588,9.811490519,10.86161096,11.83653178,12.01515093,10.72695714,9.764526376,9.371839237,9.144367267,8.854079625,8.32172233,7.783376652,6.901113869,6.922183223,8.260290684,7.858381885,7.403000967,6.830694794,6.920455725,6.990635902,7.283713277,7.220554051,7.024293934,6.853726171
Europe & Central Asia (excluding high income),ECA,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47237298,,7.025564805,7.450828624,8.290289188,9.679009729,10.66036242,11.40248736,9.514303784,8.373998213,,8.586096551,8.406340823,7.600519014,7.329045127,6.491675714,6.88213397,8.540765528,8.205857767,7.447333653,6.813520674,7.000224354,6.968624248,7.467200866,7.49529656,7.266602023,
Europe & Central Asia (excluding high income),ECA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.407495168,5.744043643,6.452677655,8.018737186,9.232442698,9.93034676,10.65624865,11.74529905,11.94368271,10.67485581,10.23839231,10.03613151,9.79743743,9.507149772,8.810041442,8.344518175,7.603752118,7.578648668,9.591338368,8.847315246,8.120846965,7.510141991,7.486656712,7.758981623,7.750238823,7.731142876,7.378388811,7.186647579
Europe & Central Asia (excluding high income),ECA,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8470216,,7.094865681,7.512310304,8.192734885,9.258341138,10.43200486,11.10854308,9.523859491,9.00149037,,9.279214481,9.117533212,8.108061481,7.917338403,7.275828329,7.613259803,10.03650057,9.275838714,8.220825863,7.463922438,7.611372147,7.902297344,8.024555718,8.128521881,7.652271227,
Europe & Central Asia (excluding high income),ECA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.201426489,5.483896758,6.23726897,7.826069285,9.115816985,9.877070932,10.74805579,11.78592968,11.97567628,10.69809535,10.0255186,9.735929464,9.5031789,9.214440939,8.591872281,8.092895999,7.288852103,7.285917203,8.996227243,8.406036906,7.800529055,7.20704255,7.234702777,7.418201145,7.543797504,7.505299927,7.221598195,7.039591338
Europe & Central Asia (excluding high income),ECA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.652940664,6.32304631,7.610505169,7.840795519,8.464808441,9.414701812,10.58306909,11.03018606,8.96082171,8.420561592,8.265048155,8.250665733,8.073353345,7.565538002,7.367445385,7.226790991,7.326714621,8.987945072,8.467623134,7.596739558,6.946079909,7.083245808,7.106535585,7.344228318,7.402090086,7.214254501,
